0	0	0	Rest	181.0
1	1	2	Rest	181.0
2	2	4	Rest	181.0
3	3	6	Rest	181.0
4	4	8	Rest	181.0
5	5	10	Rest	181.0
6	6	12	Rest	181.0
7	7	14	Playing_guitarra	101.0
8	8	16	Playing_guitarra	101.0
9	9	18	Surfing	152.0
10	10	20	Surfing	152.0
11	11	22	Futsal	51.0
12	12	24	Futsal	51.0
13	13	26	Hammer_throw	57.0
14	14	28	Hammer_throw	57.0
15	15	30	Arm_wrestling	2.0
16	16	32	Arm_wrestling	2.0
17	17	34	Rest	181.0
18	18	36	Rest	181.0
19	19	38	Playing_violin	113.0
20	20	40	Playing_violin	113.0
21	21	42	Playing_kickball	104.0
22	22	44	Playing_kickball	104.0
23	23	46	Playing_bagpipes	94.0
24	24	48	Playing_bagpipes	94.0
25	25	50	Skiing	140.0
26	26	52	Skiing	140.0
27	27	54	Hurling	67.0
28	28	56	Hurling	67.0
29	29	58	Rest	181.0
30	30	60	Rest	181.0
31	31	62	Rollerblading	129.0
32	32	64	Rollerblading	129.0
33	33	66	Fixing_the_roof	49.0
34	34	68	Fixing_the_roof	49.0
35	35	70	Spread_mulch	148.0
36	36	72	Spread_mulch	148.0
37	37	74	Playing_saxophone	111.0
38	38	76	Playing_saxophone	111.0
39	39	78	Canoeing	22.0
40	40	80	Canoeing	22.0
41	41	82	Rest	181.0
42	42	84	Rest	181.0
43	43	86	Vacuuming_floor	169.0
44	44	88	Vacuuming_floor	169.0
45	45	90	Javelin_throw	70.0
46	46	92	Javelin_throw	70.0
47	47	94	Dodgeball	37.0
48	48	96	Dodgeball	37.0
49	49	98	Croquet	32.0
50	50	100	Croquet	32.0
51	51	102	Longboarding	77.0
52	52	104	Longboarding	77.0
53	53	106	Rest	181.0
54	54	108	Rest	181.0
55	55	110	Tai_chi	156.0
56	56	112	Tai_chi	156.0
57	57	114	Walking_the_dog	172.0
58	58	116	Walking_the_dog	172.0
59	59	118	Getting_a_haircut	52.0
60	60	120	Getting_a_haircut	52.0
61	61	122	Swinging_at_the_playground	154.0
62	62	124	Swinging_at_the_playground	154.0
63	63	126	Snow_tubing	145.0
64	64	128	Snow_tubing	145.0
65	65	130	Rest	181.0
66	66	132	Rest	181.0
67	67	134	Laying_tile	75.0
68	68	136	Laying_tile	75.0
69	69	138	Doing_karate	40.0
70	70	140	Doing_karate	40.0
71	71	142	Spinning	147.0
72	72	144	Spinning	147.0
73	73	146	Playing_field_hockey	99.0
74	74	148	Playing_field_hockey	99.0
75	75	150	Archery	1.0
76	76	152	Archery	1.0
77	77	154	Rest	181.0
78	78	156	Rest	181.0
79	79	158	Blow-drying_hair	12.0
80	80	160	Blow-drying_hair	12.0
81	81	162	Painting_furniture	88.0
82	82	164	Painting_furniture	88.0
83	83	166	Baton_twirling	8.0
84	84	168	Baton_twirling	8.0
85	85	170	Shot_put	136.0
86	86	172	Shot_put	136.0
87	87	174	Rope_skipping	130.0
88	88	176	Rope_skipping	130.0
89	89	178	Rest	181.0
90	90	180	Rest	181.0
91	91	182	Using_the_rowing_machine	167.0
92	92	184	Using_the_rowing_machine	167.0
93	93	186	Making_an_omelette	81.0
94	94	188	Making_an_omelette	81.0
95	95	190	Starting_a_campfire	150.0
96	96	192	Starting_a_campfire	150.0
97	97	194	Plastering	90.0
98	98	196	Plastering	90.0
99	99	198	Playing_polo	107.0
100	100	200	Playing_polo	107.0
101	101	202	Rest	181.0
102	102	204	Rest	181.0
103	103	206	Using_the_monkey_bar	165.0
104	104	208	Using_the_monkey_bar	165.0
105	105	210	Decorating_the_Christmas_tree	34.0
106	106	212	Decorating_the_Christmas_tree	34.0
107	107	214	Brushing_hair	15.0
108	108	216	Brushing_hair	15.0
109	109	218	Playing_lacrosse	105.0
110	110	220	Playing_lacrosse	105.0
111	111	222	Playing_harmonica	102.0
112	112	224	Playing_harmonica	102.0
113	113	226	Rest	181.0
114	114	228	Rest	181.0
115	115	230	Playing_drums	98.0
116	116	232	Playing_drums	98.0
117	117	234	Braiding_hair	13.0
118	118	236	Braiding_hair	13.0
119	119	238	Playing_water_polo	114.0
120	120	240	Playing_water_polo	114.0
121	121	242	Using_the_balance_beam	164.0
122	122	244	Using_the_balance_beam	164.0
123	123	246	Brushing_teeth	16.0
124	124	248	Brushing_teeth	16.0
125	125	250	Rest	181.0
126	126	252	Rest	181.0
127	127	254	Cleaning_shoes	28.0
128	128	256	Cleaning_shoes	28.0
129	129	258	Raking_leaves	125.0
130	130	260	Raking_leaves	125.0
131	131	262	Building_sandcastles	17.0
132	132	264	Building_sandcastles	17.0
133	133	266	Using_parallel_bars	163.0
134	134	268	Using_parallel_bars	163.0
135	135	270	Mowing_the_lawn	84.0
136	136	272	Mowing_the_lawn	84.0
137	137	274	Rest	181.0
138	138	276	Rest	181.0
139	139	278	Using_uneven_bars	168.0
140	140	280	Using_uneven_bars	168.0
141	141	282	Playing_badminton	93.0
142	142	284	Playing_badminton	93.0
143	143	286	BMX	4.0
144	144	288	BMX	4.0
145	145	290	Shoveling_snow	137.0
146	146	292	Shoveling_snow	137.0
147	147	294	Making_a_cake	78.0
148	148	296	Making_a_cake	78.0
149	149	298	Rest	181.0
150	150	300	Rest	181.0
151	151	302	Rest	181.0
152	152	304	Rest	181.0
153	153	306	Rest	181.0
154	154	308	Rest	181.0
155	155	310	Rest	181.0
